voltage,current,state,pmma_concentration,concentration_label,device_id,cycle_id,voltage_noisy,current_noisy
-1.5180722891566265,-1.106799833105032e-06,0.0005711680739111527,5.0,5_percent_PMMA,0,0,-1.524590650234648,-1.3483930642547188e-06
-1.502008032128514,-2.112429857114025e-06,0.001090127100376723,5.0,5_percent_PMMA,0,0,-1.5015340454153498,-1.3254364754690088e-06
-1.4859437751004017,-1.381511977598024e-06,0.0007129342738660949,5.0,5_percent_PMMA,0,0,-1.4945479087532412,-1.994394809099195e-06
-1.4698795180722892,-2.449714580012177e-06,0.0012641841066891846,5.0,5_percent_PMMA,0,0,-1.4737250735145875,-3.181902020117087e-06
-1.4538152610441768,-2.117908285493392e-06,0.0010929542632402416,5.0,5_percent_PMMA,0,0,-1.4437523329520323,-2.005682376213406e-06
-1.4377510040160644,-1.3393203860815027e-06,0.0006911611498187851,5.0,5_percent_PMMA,0,0,-1.4435199227112958,-8.157712347754255e-07
-1.4216867469879517,-1.0524534569902463e-06,0.0005431224291241901,5.0,5_percent_PMMA,0,0,-1.4133298258673004,-2.1048961126131204e-07
-1.4056224899598395,-1.319938349364854e-06,0.0006811589793731442,5.0,5_percent_PMMA,0,0,-1.4169195585064156,-1.549380480799324e-06
-1.3895582329317269,-1.447382374125847e-06,0.0007469269312439083,5.0,5_percent_PMMA,0,0,-1.384260191152574,-9.080419574101992e-07
-1.3734939759036147,-1.524045823698259e-06,0.0007864893828471189,5.0,5_percent_PMMA,0,0,-1.3590782896970357,-1.5433000584486127e-06
-1.357429718875502,-2.0966907140592154e-06,0.0010820048584367255,5.0,5_percent_PMMA,0,0,-1.382146163876775,-2.1830043640296252e-06
-1.3413654618473896,-1.7012875660447438e-06,0.0008779556277494992,5.0,5_percent_PMMA,0,0,-1.3493344144020945,-1.2594575973014076e-06
-1.3253012048192772,-1.555620590299171e-06,0.0008027836558350746,5.0,5_percent_PMMA,0,0,-1.3195304835474717,-1.229459151092461e-06
-1.3092369477911647,-7.806758346817069e-07,0.0004028706000010914,5.0,5_percent_PMMA,0,0,-1.3112674016515946,-1.5688719131738315e-06
-1.2931726907630523,-1.1213635459788215e-06,0.0005786837308369232,5.0,5_percent_PMMA,0,0,-1.2894612320293393,-3.8309337111587365e-07
-1.2771084337349399,-2.1586285114163067e-06,0.0011139680837287842,5.0,5_percent_PMMA,0,0,-1.2831482856020981,-1.468582834342581e-06
-1.2610441767068274,-1.09900219200943e-06,0.0005671440729017464,5.0,5_percent_PMMA,0,0,-1.2601782788320985,-1.4117835427641946e-06
-1.2449799196787148,-1.4375210598868732e-06,0.0007418379642133426,5.0,5_percent_PMMA,0,0,-1.2465366920326355,-1.2396192931681686e-06
-1.2289156626506026,-1.5673766628035817e-06,0.0008088504197505213,5.0,5_percent_PMMA,0,0,-1.2172378420340044,-1.3203615696622124e-06
-1.21285140562249,-9.07013261202056e-07,0.00046806748783046625,5.0,5_percent_PMMA,0,0,-1.2103071971894779,-7.766763782901024e-07
-1.1967871485943777,-6.812873873464023e-07,0.0003515808307622674,5.0,5_percent_PMMA,0,0,-1.1934111219736256,-9.564399642691123e-07
-1.180722891566265,-7.150828320081657e-07,0.0003690210927293096,5.0,5_percent_PMMA,0,0,-1.1848416612274897,-1.0508945159771915e-06
-1.1646586345381527,-1.5842673961494718e-06,0.0008175669440429527,5.0,5_percent_PMMA,0,0,-1.1695346967788776,-1.5970444316451944e-06
-1.1485943775100402,-1.3032005654356476e-06,0.0006725213851827242,5.0,5_percent_PMMA,0,0,-1.1529199593882364,-7.168360558059653e-07
-1.1325301204819278,-9.668984047801459e-07,0.0004989714336843726,5.0,5_percent_PMMA,0,0,-1.1285855990581448,-6.950983274829298e-07
-1.1164658634538154,-6.286932998926357e-07,0.0003244394609033582,5.0,5_percent_PMMA,0,0,-1.120675708262018,-8.140004659356887e-07
-1.100401606425703,-1.3399887253483478e-06,0.0006915060487249334,5.0,5_percent_PMMA,0,0,-1.0975038578567389,-9.541393700241754e-07
-1.0843373493975905,-1.177166837729499e-06,0.0006074812222294901,5.0,5_percent_PMMA,0,0,-1.0635833414111362,-2.6014381480445367e-06
-1.0682730923694779,-1.621440579372492e-06,0.000836750300262906,5.0,5_percent_PMMA,0,0,-1.059561845335161,-1.0470577291864404e-06
-1.0522088353413657,-1.6503121473817008e-06,0.0008516495777992533,5.0,5_percent_PMMA,0,0,-1.055469070663044,-2.520169036770751e-06
-1.036144578313253,-6.29881667116154e-07,0.00032505272212535527,5.0,5_percent_PMMA,0,0,-1.0241324390916136,-8.111021378177201e-07
-1.0200803212851408,-3.4196030699972935e-07,0.0001764698584703951,5.0,5_percent_PMMA,0,0,-1.0241610750153562,-9.017952543128013e-07
-1.0040160642570282,-1.040021125047195e-06,0.0005367066790691729,5.0,5_percent_PMMA,0,0,-1.0243973096088066,-1.687361862907648e-06
-0.9879518072289157,-4.861853582829035e-07,0.00025089772002874657,5.0,5_percent_PMMA,0,0,-0.9980326703380897,9.422803540635615e-08
-0.9718875502008033,-7.910695376769862e-07,0.0004082343081830521,5.0,5_percent_PMMA,0,0,-0.9905954694110619,-1.024920138332932e-06
-0.9558232931726909,-1.2783831704752529e-06,0.0006597142783734879,5.0,5_percent_PMMA,0,0,-0.959338428013104,-1.105131229609895e-06
-0.9397590361445785,-7.590612333903714e-07,0.00039171630649772576,5.0,5_percent_PMMA,0,0,-0.9395748523526829,-7.825215228299634e-07
-0.923694779116466,-1.5467649588348146e-07,7.982136750531174e-05,5.0,5_percent_PMMA,0,0,-0.9069304059937132,8.384391772807925e-08
-0.9076305220883536,-9.255435416433293e-07,0.00047763010635651294,5.0,5_percent_PMMA,0,0,-0.904361248350712,-8.871325961132016e-07
-0.8915662650602412,-1.092444371532381e-07,5.6375988582572996e-05,5.0,5_percent_PMMA,0,0,-0.8937572703483299,-7.507405492475229e-07
-0.8755020080321285,-2.1853745600770007e-06,0.0011277704792851746,5.0,5_percent_PMMA,0,0,-0.8672079522202937,-1.6872411503534307e-06
-0.8594377510040161,-4.484864988164041e-07,0.00023144308667402293,5.0,5_percent_PMMA,0,0,-0.8815491040940949,-6.953647903970604e-07
-0.8433734939759037,-7.99849959856818e-07,0.00041276547694056077,5.0,5_percent_PMMA,0,0,-0.841017348394818,-1.5781409091866935e-06
-0.8273092369477912,-9.768129121807248e-07,0.000504087851239189,5.0,5_percent_PMMA,0,0,-0.8196005850089215,-1.190870492663681e-06
-0.8112449799196788,-7.653645916519277e-07,0.00039496917742319816,5.0,5_percent_PMMA,0,0,-0.8260308423774773,-1.4984696334772336e-08
-0.7951807228915664,-1.7889651801920127e-06,0.0009232019789864067,5.0,5_percent_PMMA,0,0,-0.7837431824594971,-1.3638543091352662e-06
-0.779116465863454,-8.889524097822099e-07,0.0004587471198559527,5.0,5_percent_PMMA,0,0,-0.7757315017885098,-1.0632784769861394e-06
-0.7630522088353415,-5.844959230794682e-07,0.00030163124406844776,5.0,5_percent_PMMA,0,0,-0.7672050879743495,-7.591247752386826e-07
-0.7469879518072291,-8.040929436471094e-09,4.149550841365956e-06,5.0,5_percent_PMMA,0,0,-0.7406601331461663,-1.688584550451624e-07
-0.7309236947791167,-9.900588039159404e-07,0.0005109234417799049,5.0,5_percent_PMMA,0,0,-0.7082167662010728,4.831518786448009e-08
-0.714859437751004,-1.1191062391975978e-06,0.0005775188394736483,5.0,5_percent_PMMA,0,0,-0.7130407752004191,-9.281385130818212e-07
-0.6987951807228916,-9.496737025151598e-07,0.0004900825635182242,5.0,5_percent_PMMA,0,0,-0.6963129748598882,-7.34652878919625e-07
-0.6827309236947792,-2.2502986484374215e-07,0.00011612747908960891,5.0,5_percent_PMMA,0,0,-0.6873245326901816,2.901118621721789e-07
-0.6666666666666667,-5.022911118368245e-07,0.00025920915264838606,5.0,5_percent_PMMA,0,0,-0.6751651103613147,-3.8289653232356774e-07
-0.6506024096385543,-9.154825115220738e-07,0.0004724380752195022,5.0,5_percent_PMMA,0,0,-0.6422990514731118,-1.0450035844324254e-06
-0.6345381526104419,-3.7790443605376384e-07,0.00019501895682236289,5.0,5_percent_PMMA,0,0,-0.6430989908695306,-4.76079360596253e-07
-0.6184738955823295,-5.699351209083092e-07,0.0002941170892213418,5.0,5_percent_PMMA,0,0,-0.6177582332101356,-6.057357506153411e-07
-0.602409638554217,-1.1808714328777238e-07,6.093929920112907e-05,5.0,5_percent_PMMA,0,0,-0.6071862130218681,-1.3669826154269318e-07
-0.5863453815261046,-9.373719284647807e-07,0.0004837341883379233,5.0,5_percent_PMMA,0,0,-0.5815555832686407,-5.735571566462907e-07
-0.5702811244979922,-7.341121977968763e-07,0.0003788412660616426,5.0,5_percent_PMMA,0,0,-0.5669445034451227,-7.081392548932266e-07
-0.5542168674698797,-7.502709440359586e-07,0.0003871800457489357,5.0,5_percent_PMMA,0,0,-0.5438414680273007,-3.8395090542816896e-07
-0.5381526104417671,-1.2699100845078264e-06,0.0006553417115846751,5.0,5_percent_PMMA,0,0,-0.5432527744303146,-1.3102683745621176e-06
-0.5220883534136547,-3.740282148813666e-07,0.0001930186188074206,5.0,5_percent_PMMA,0,0,-0.5247871027665884,-3.347106197233213e-07
-0.5060240963855422,-3.754964602955976e-07,0.00019377631218628797,5.0,5_percent_PMMA,0,0,-0.5158117335433653,-1.3745968025616514e-06
-0.4899598393574298,-4.874031110361994e-07,0.00025152614576011726,5.0,5_percent_PMMA,0,0,-0.49440277195819093,-2.923927368495867e-08
-0.4738955823293174,-5.911891490168908e-07,0.0003050853076240998,5.0,5_percent_PMMA,0,0,-0.47012257739886887,-4.179449110678944e-07
-0.45783132530120496,-1.1655166963264119e-06,0.0006014691244436365,5.0,5_percent_PMMA,0,0,-0.4502614391347514,-6.665116413965858e-07
-0.44176706827309253,-6.52089729655772e-07,0.00033651327346142357,5.0,5_percent_PMMA,0,0,-0.4509887215148688,-2.100217418752617e-06
-0.4257028112449801,-5.970600695083648e-07,0.0003081150174676524,5.0,5_percent_PMMA,0,0,-0.4170067520439235,4.47127282881999e-07
-0.4096385542168677,-8.107771888276772e-07,0.0004184045131400535,5.0,5_percent_PMMA,0,0,-0.39608217562881814,-8.805720029052641e-07
-0.39357429718875525,-4.7421715302175976e-07,0.00024472148423369464,5.0,5_percent_PMMA,0,0,-0.3894399481565182,7.987425534699845e-08
-0.3775100401606428,-1.754846117533736e-07,9.055947127768423e-05,5.0,5_percent_PMMA,0,0,-0.3587420820350622,-6.95437575316139e-07
-0.3614457831325302,5.816471674727349e-07,0.00030016113339055155,5.0,5_percent_PMMA,0,0,-0.3691836751235659,8.880341200040197e-07
-0.34538152610441775,-2.5809261968849827e-07,0.0001331896338153622,5.0,5_percent_PMMA,0,0,-0.3578280731375319,-7.848004012753263e-07
-0.3293172690763053,-2.0054207371492315e-07,0.0001034904655348202,5.0,5_percent_PMMA,0,0,-0.3471044715653481,-5.124265540628256e-07
-0.3132530120481929,-3.504759699312765e-07,0.0001808643972561873,5.0,5_percent_PMMA,0,0,-0.2982925689333011,6.065397070021165e-07
-0.29718875502008046,-1.256574362669601e-06,0.0006484597638930266,5.0,5_percent_PMMA,0,0,-0.2906450984565399,-1.3519155630512744e-06
-0.28112449799196804,-2.9438143571657646e-07,0.00015191660913223205,5.0,5_percent_PMMA,0,0,-0.28168034470107256,-1.8566499912671503e-07
-0.2650602409638556,-2.3494513599334238e-07,0.00012124429077988187,5.0,5_percent_PMMA,0,0,-0.2622605547006574,2.0008872935103468e-07
-0.24899598393574318,9.826250723069e-07,0.000507087237582804,5.0,5_percent_PMMA,0,0,-0.26025087440872696,1.2304660162932022e-06
-0.23293172690763075,-3.29112209298192e-07,0.00016983955098559715,5.0,5_percent_PMMA,0,0,-0.2084742071114625,-2.5390275672640376e-07
-0.21686746987951833,-6.60937987127121e-08,3.41079448867506e-05,5.0,5_percent_PMMA,0,0,-0.21557525805976605,1.163867025204006e-07
-0.2008032128514059,-2.1815909770402755e-07,0.00011258179475166194,5.0,5_percent_PMMA,0,0,-0.19970926490535698,9.835486949151098e-07
-0.18473895582329325,-7.690779746330592e-07,0.0003968854821980888,5.0,5_percent_PMMA,0,0,-0.17748128958430634,-7.978873731498519e-07
-0.16867469879518082,4.027367084623294e-07,0.00020783374119276449,5.0,5_percent_PMMA,0,0,-0.1638646064778137,5.032862318198132e-07
-0.1526104417670684,2.2335607457631868e-07,0.00011526371354268659,5.0,5_percent_PMMA,0,0,-0.1503716015242771,7.486832725801246e-07
-0.13654618473895597,2.5896978878256746e-07,0.00013364230011234595,5.0,5_percent_PMMA,0,0,-0.14445092929340908,8.117327552615593e-07
-0.12048192771084354,-5.75175655108213e-07,0.0002968214859294867,5.0,5_percent_PMMA,0,0,-0.11576724413948358,1.8339497671976985e-08
-0.10441767068273111,5.969794847853184e-07,0.0003080734314286304,5.0,5_percent_PMMA,0,0,-0.08559742571798078,9.163445957999107e-07
-0.08835341365461868,-7.892789450507591e-07,0.0004073102663546282,5.0,5_percent_PMMA,0,0,-0.07489921319306891,-1.3607814014160007e-06
-0.07228915662650626,2.211393902736289e-07,0.00011411978555700514,5.0,5_percent_PMMA,0,0,-0.056357290360112285,1.0378551564241767e-06
-0.05622489959839383,1.0390029133065954e-06,0.0005361812272021624,5.0,5_percent_PMMA,0,0,-0.06133705636270568,4.658302167972515e-07
-0.0401606425702814,-5.354288051356255e-07,0.0002763099796355352,5.0,5_percent_PMMA,0,0,-0.05005669077286721,-3.841110725161089e-07
-0.024096385542168752,-3.0724525034355474e-07,0.00015855502739348963,5.0,5_percent_PMMA,0,0,-0.025354254743165234,-6.843831753532337e-07
-0.008032128514056325,4.179355402976428e-08,2.156771535654619e-05,5.0,5_percent_PMMA,0,0,-0.007474879391169378,9.724380733268009e-09
0.00803212851405588,-2.437056985440437e-07,0.00012576521090364504,5.0,5_percent_PMMA,0,0,0.018974043698765368,-7.932449339230351e-08
0.02409638554216853,-7.512353299908977e-07,0.00038767772062375415,5.0,5_percent_PMMA,0,0,0.007171739245020337,-5.905567222657612e-07
0.040160642570280736,7.44421299732944e-08,3.841613155597154e-05,5.0,5_percent_PMMA,0,0,0.055456145764886874,2.8540250709093676e-07
0.056224899598393385,-4.74926957264659e-07,0.00024508778129134174,5.0,5_percent_PMMA,0,0,0.05464482061260349,3.3192867726466444e-07
0.07228915662650603,3.090853719440968e-07,0.00015950462882900429,5.0,5_percent_PMMA,0,0,0.06802034592703184,5.358525227010867e-07
0.08835341365461824,-3.713587034622833e-07,0.00019164100774359878,5.0,5_percent_PMMA,0,0,0.07823236990201657,-4.934370211076076e-07
0.10441767068273089,8.793848731915006e-07,0.0004538097578478114,5.0,5_percent_PMMA,0,0,0.0878691039640732,1.3614284573356792e-06
0.1204819277108431,-2.7114471845727544e-07,0.00013992521679186698,5.0,5_percent_PMMA,0,0,0.12871363355046225,3.235905260050448e-07
0.13654618473895574,-2.448457336388203e-08,1.2635353015505647e-05,5.0,5_percent_PMMA,0,0,0.1372793644108398,-6.382884809323782e-07
0.15261044176706795,5.593690504519028e-07,0.000288664430185006,5.0,5_percent_PMMA,0,0,0.1397108327696574,8.580690853768319e-07
0.1686746987951806,-4.46757459421797e-07,0.00023055080961434566,5.0,5_percent_PMMA,0,0,0.15572391107454445,-9.617108826634784e-08
0.1847389558232928,2.984689231253575e-07,0.00015402597185580594,5.0,5_percent_PMMA,0,0,0.18138110883039152,1.4968717144536153e-07
0.20080321285140545,8.543745899926196e-07,0.0004409031103625098,5.0,5_percent_PMMA,0,0,0.2174934281042994,1.5422279966484293e-06
0.21686746987951766,-5.868741474010961e-07,0.00030285853536763605,5.0,5_percent_PMMA,0,0,0.2142715563658816,-6.619019409173595e-07
0.2329317269076303,3.252486561737824e-07,0.00016784575036283086,5.0,5_percent_PMMA,0,0,0.21790029737644925,3.880368829095535e-07
0.24899598393574296,3.789373810599547e-07,0.00019555201184459487,5.0,5_percent_PMMA,0,0,0.24653855329488353,2.924014689180199e-07
0.26506024096385516,6.559716768525103e-07,0.0003385165664120247,5.0,5_percent_PMMA,0,0,0.2623330052663785,6.637612006432441e-07
0.2811244979919678,-3.373508574470731e-07,0.00017409113528664172,5.0,5_percent_PMMA,0,0,0.2541556315625521,-8.85488400894674e-07
0.29718875502008,-3.630395515220582e-07,0.00018734787916863116,5.0,5_percent_PMMA,0,0,0.2966458063549019,-1.0830649928192053e-06
0.31325301204819267,5.742237948566415e-07,0.00029633027498938616,5.0,5_percent_PMMA,0,0,0.3109436667461059,1.3714763264691277e-06
0.3293172690763049,4.778096056928978e-07,0.00024657538248287894,5.0,5_percent_PMMA,0,0,0.33627933272443905,5.432893153373396e-08
0.3453815261044175,4.706279512773558e-07,0.00024286926363705923,5.0,5_percent_PMMA,0,0,0.363871087053871,-2.5068223450797722e-08
0.36144578313252973,5.346698878810176e-07,0.0002759183376298111,5.0,5_percent_PMMA,0,0,0.3727114334280073,-5.420251689208398e-07
0.3775100401606424,3.749767937139701e-08,1.9350813635934424e-05,5.0,5_percent_PMMA,0,0,0.3748211532550941,-2.8198319447335407e-07
0.3935742971887546,5.097011457692564e-07,0.0002630331275734001,5.0,5_percent_PMMA,0,0,0.3825090381013379,-1.5184375093449276e-07
0.40963855421686723,5.561747908662079e-07,0.00028701602092385235,5.0,5_percent_PMMA,0,0,0.4353721522493658,1.3771823709343925e-06
0.4257028112449799,6.852710223179598e-08,3.5363660005840684e-05,5.0,5_percent_PMMA,0,0,0.4262949955851248,5.73435646903113e-07
0.4417670682730921,1.3746543238454703e-06,0.0007093953567392217,5.0,5_percent_PMMA,0,0,0.44190636119222154,1.0305791512566084e-06
0.45783132530120474,6.947477857570985e-07,0.00035852711825198056,5.0,5_percent_PMMA,0,0,0.4575900744301047,1.8209656884292529e-06
0.47389558232931694,-1.217561662720074e-07,6.283271183850014e-05,5.0,5_percent_PMMA,0,0,0.47587642993699547,3.691265772237897e-07
0.4899598393574296,8.182366436743444e-07,0.00042225399190736173,5.0,5_percent_PMMA,0,0,0.48851623523819016,6.558209519200332e-07
0.5060240963855418,1.868326127188114e-08,9.641564839327649e-06,5.0,5_percent_PMMA,0,0,0.5002874763167394,-1.2310195961649053e-06
0.5220883534136544,9.156306552848804e-07,0.00047251452534637545,5.0,5_percent_PMMA,0,0,0.5166197640012505,2.0611019415802512e-06
0.5381526104417667,1.1174503999454688e-06,0.0005766643376133691,5.0,5_percent_PMMA,0,0,0.5378250777396066,4.226641665636708e-07
0.5542168674698793,1.4387570829402407e-07,7.424758183994253e-05,5.0,5_percent_PMMA,0,0,0.5487826197585417,-6.788236651844218e-07
0.570281124497992,1.0519691891201529e-06,0.0005428725209309062,5.0,5_percent_PMMA,0,0,0.5631526666712203,1.563254405124973e-06
0.5863453815261042,7.927358449943532e-07,0.0004090942121264188,5.0,5_percent_PMMA,0,0,0.5874096838030232,2.0126120481639895e-06
0.6024096385542168,1.0134397185514618e-06,0.0005229892477000117,5.0,5_percent_PMMA,0,0,0.5998598663800082,1.7055761278067209e-06
0.618473895582329,1.5668703869093027e-06,0.0008085891542364205,5.0,5_percent_PMMA,0,0,0.6335138254681559,1.8488249469354825e-06
0.6345381526104417,5.118440946090064e-07,0.000264139004105615,5.0,5_percent_PMMA,0,0,0.6080284545265116,8.092212654416493e-07
0.6506024096385539,2.7373432745980906e-07,0.00014126159392341265,5.0,5_percent_PMMA,0,0,0.6615174781577785,7.004421068499629e-07
0.6666666666666665,2.2190945185390485e-07,0.00011451717863246781,5.0,5_percent_PMMA,0,0,0.6791275185916428,6.013737467472873e-07
0.6827309236947787,2.7482578121205954e-07,0.00014182484259655988,5.0,5_percent_PMMA,0,0,0.6619970213706973,4.1542149319674745e-07
0.6987951807228914,6.602443260158392e-07,0.00034072148253156396,5.0,5_percent_PMMA,0,0,0.6953683047820879,7.123448779917772e-07
0.7148594377510036,8.854354251593254e-07,0.0004569321671671792,5.0,5_percent_PMMA,0,0,0.7111450290910457,8.541388612095643e-07
0.7309236947791162,8.692690944441257e-07,0.0004485894734834379,5.0,5_percent_PMMA,0,0,0.716848577831938,4.922868000107876e-07
0.7469879518072289,1.1605795763252407e-06,0.0005989213057347864,5.0,5_percent_PMMA,0,0,0.7392097849313202,1.0202420378918536e-06
0.7630522088353411,7.695531547742945e-07,0.0003971307006358878,5.0,5_percent_PMMA,0,0,0.7519464503806828,-7.692525232339821e-08
0.7791164658634537,1.5058835044421122e-06,0.0007771166520271384,5.0,5_percent_PMMA,0,0,0.7966391702976899,1.4567136910447373e-06
0.7951807228915659,6.628523062725878e-07,0.000342067340215574,5.0,5_percent_PMMA,0,0,0.8045375068230406,1.6855675269712918e-07
0.8112449799196786,2.171329563214488e-06,0.0011205225076410658,5.0,5_percent_PMMA,0,0,0.8239605308696202,1.6195349046066025e-06
0.8273092369477908,1.1401429108302938e-06,0.0005883748902775593,5.0,5_percent_PMMA,0,0,0.8345259575882231,1.230089986407033e-06
0.8433734939759034,4.147947157677622e-07,0.00021405631965894418,5.0,5_percent_PMMA,0,0,0.8320829762637312,1.1107958589400618e-06
0.8594377510040156,3.2399150197345947e-07,0.0001671969913716108,5.0,5_percent_PMMA,0,0,0.8541925483412179,7.83149804974616e-07
0.8755020080321283,1.116738215653721e-06,0.000576296812322869,5.0,5_percent_PMMA,0,0,0.8803957536444075,3.3148791384213256e-07
0.8915662650602405,7.79834872397315e-07,0.0004024366183597493,5.0,5_percent_PMMA,0,0,0.879344986971321,2.850208041121462e-07
0.9076305220883532,1.264630769134399e-06,0.0006526173017110753,5.0,5_percent_PMMA,0,0,0.914760506390077,1.7350163631285068e-06
0.9236947791164658,1.160313591403238e-06,0.000598784043249696,5.0,5_percent_PMMA,0,0,0.9212915251348844,6.690698946340833e-07
0.939759036144578,9.033445798161416e-07,0.00046617425147614923,5.0,5_percent_PMMA,0,0,0.936010828069082,7.910280048176293e-07
0.9558232931726907,5.324264341384881e-07,0.0002747605951774704,5.0,5_percent_PMMA,0,0,0.9629328928547256,8.07452483650764e-07
0.9718875502008029,0.000940644344979836,0.48542293076634924,5.0,5_percent_PMMA,0,0,0.9763301833156632,0.0009401601727524042
0.9879518072289155,0.0009567388867982983,0.49372857752918287,5.0,5_percent_PMMA,0,0,0.9843421455707247,0.0009567915745513712
1.0040160642570277,0.0009729507198697668,0.5020947528691471,5.0,5_percent_PMMA,0,0,1.0156093622906701,0.0009722837071223076
1.0200803212851404,0.0009881899440590644,0.5099590098628282,5.0,5_percent_PMMA,0,0,1.0092696880091414,0.0009878892602370889
1.0361445783132526,0.0010030204050281582,0.5176123231120433,5.0,5_percent_PMMA,0,0,1.0423039343826952,0.0010031802959952294
1.0522088353413652,0.0010192902426270753,0.5260084318990771,5.0,5_percent_PMMA,0,0,1.058139847921049,0.0010184937457603095
1.0682730923694774,0.00103495668911677,0.5340931585126037,5.0,5_percent_PMMA,0,0,1.0651776279763374,0.0010351769264857502
1.08433734939759,0.0010498824804876824,0.5417956673619295,5.0,5_percent_PMMA,0,0,1.0875986796200112,0.0010498726615882192
1.1004016064257027,0.0010659616510537535,0.5500933817341362,5.0,5_percent_PMMA,0,0,1.0878904706618497,0.0010662378960309621
1.116465863453815,0.001081474272671122,0.5580987264635875,5.0,5_percent_PMMA,0,0,1.125706133645884,0.0010815862297381543
1.1325301204819276,0.001096434063490223,0.5658187808516413,5.0,5_percent_PMMA,0,0,1.1306810991174976,0.0010971161337052099
